	mean_log	std_log	median_log	missing_ratio	n_nonzero
G_810	1.9895154510275288	0.6651623991319556	1.957397578884733	0.4244	1439
G_811	1.0435849160632618	0.29070799421436766	0.9869113589653156	0.8012	497
G_812	2.1886953272344813	0.718145015516848	2.1940783661490646	0.34719999999999995	1632
G_813	1.358428737380645	0.46132909028408375	1.2733154988471571	0.5476	1131
G_814	1.3744116751310782	0.4783034760586373	1.2845925551401534	0.5464	1134
G_815	1.2870835045494942	0.4418108739466639	1.2115347697847016	0.6328	918
G_816	1.7336590184965592	0.6112941258825052	1.704461787813066	0.476	1310
G_817	1.2705005142836763	0.40352035004753134	1.213649046084377	0.6676	831
G_818	1.1812052392296908	0.37745762707984976	1.0991460668880415	0.7208	698
G_819	1.9770044677186456	0.6310588450003571	1.9720300607692756	0.554	1115
G_820	1.8726174423617936	0.6159811139797645	1.873004700652379	0.5187999999999999	1203
G_821	1.6580529448143861	0.5648831183937033	1.6114409224354302	0.6424000000000001	894
G_822	1.5346218609452225	0.5219578729382109	1.4852520493209005	0.6428	893
G_823	2.113302427366554	0.6743413447395867	2.088727967151042	0.4508	1373
G_824	1.7456534968542206	0.5763091877061923	1.709078957398866	0.5408	1148
G_825	1.0442025806752029	0.29652140305610464	1.0022065902384778	0.8384	404
G_826	1.5125912850473808	0.5040487702253492	1.463012597646456	0.6268	933
G_827	1.2701053570112997	0.4106034238030113	1.1911765031396873	0.6779999999999999	805
G_828	1.288973287952247	0.42932962315345846	1.2134827860782176	0.8228	443
G_829	2.3022434016549043	0.7433083397622188	2.271600023880667	0.5768	1058
G_830	1.5003912622129276	0.5463791108280538	1.4362320256815764	0.6144000000000001	964
G_831	1.2096914550984044	0.38757175690438955	1.1477199310391852	0.722	695
G_832	1.4183094355112495	0.4798731557484026	1.350773887450378	0.6396	901
G_833	1.758690878659289	0.6392063908919248	1.717338990968155	0.5644	1089
G_834	3.420226225321022	0.7291217668287358	3.42521681935498	0.3044	1739
G_835	1.2651229664831485	0.3888897257345576	1.2074491489282504	0.7168	708
G_836	1.3325392945778058	0.46742315200734835	1.2509801190304377	0.5788	1053
G_837	1.2618247809625216	0.3927092663654536	1.1968685844223494	0.6759999999999999	810
G_838	1.2521951737739165	0.38122586801445413	1.1812227712938446	0.8240000000000001	440
G_839	2.3227400769104567	0.7012029500480678	2.328983125234147	0.42879999999999996	1428
G_840	1.970198394164496	0.6666320992156627	1.9716989068965733	0.40559999999999996	1486
G_841	1.3638507139238794	0.4551966970691885	1.2783889118756062	0.5656	1086
G_842	1.7502047677891588	0.5966553117624521	1.715685048950952	0.3348	1663
G_843	1.2201155603885445	0.3844483122384597	1.1577271948294297	0.6608	848
G_844	1.6997621286276665	0.5751323547764652	1.6542628803374613	0.3932	1517
G_845	1.6227809552110235	0.574519072182431	1.570499016880388	0.5424	1144
G_846	2.234245678182451	0.6855271646626441	2.2361757257053716	0.39759999999999995	1506
G_847	1.2282099963674233	0.38054424027997	1.1519221560117194	0.6936	766
G_848	1.221707629244351	0.3914596907421208	1.1361045758456672	0.7524	619
G_849	1.3807727582529787	0.479624138879903	1.287963068016787	0.7712	572
G_850	1.0713074988911406	0.29440075059681553	1.0382080609019275	0.8331999999999999	417
G_851	1.2157822589662368	0.3882823872131043	1.1486016965353354	0.7444	639
G_852	2.0072179522768607	0.6366925472831426	2.0108548694536426	0.5172	1207
G_853	1.4558405328147364	0.4875015014920612	1.3931016656483513	0.5816	1046
G_854	1.786302122721311	0.5872431162927195	1.7572953831546934	0.39880000000000004	1503
G_855	1.1515164834207934	0.33757936838683544	1.0943637427130248	0.742	645
G_856	1.5510677262710988	0.5357104922201952	1.5169728209032298	0.6312	922
G_857	1.1624464882407626	0.33921585939826004	1.107021294285679	0.7416	646
G_858	2.1983533677500056	0.6623874301163931	2.187506115361326	0.4648	1338
G_859	1.6184103135665417	0.5248460984231295	1.6083188523277088	0.63	925
G_860	1.1127615320665438	0.32352361616856434	1.0532888493096253	0.794	515
G_861	1.6094859907766441	0.5496670533732297	1.5934710870407818	0.5988	1003
G_862	1.1453455670951158	0.34908214096796425	1.094480586256224	0.8	500
G_863	2.2834352017459874	0.6914669406015826	2.284657618191542	0.28959999999999997	1776
G_864	2.5971329934534513	0.7163063797286185	2.614831997537162	0.30079999999999996	1748
G_865	1.5216172882406516	0.5118336789512059	1.4372827309738998	0.6155999999999999	961
G_866	2.1109783141836256	0.6399257936764964	2.1220745176079934	0.5056	1236
G_867	1.8112801754478043	0.6007736854085237	1.7912286807548699	0.47919999999999996	1302
G_868	1.126514884405903	0.35953273691803384	1.0532888493096253	0.7532	617
G_869	2.9968651703770592	0.7682314919840766	3.0408933283148367	0.4476	1381
G_870	1.3970413445768062	0.4875014634096761	1.3043477655813829	0.5948	1013
G_871	1.157054653273969	0.3431405601354437	1.0859738897963869	0.794	515
G_872	1.07037891080376	0.30960389731279314	1.010964981609354	0.7996	501
G_873	1.9269133947873358	0.6589140931252424	1.945096404089232	0.5384	1154
G_874	1.2726680840526974	0.43390757524516715	1.2119061669546216	0.6759999999999999	810
G_875	1.519557981912497	0.5159865830342195	1.449514856861018	0.5388	1153
G_876	2.139140428290202	0.6625047549258117	2.121643413698038	0.36119999999999997	1597
G_877	2.3208296929032457	0.6974297761165675	2.3337883153439014	0.372	1570
G_878	1.8599157867524168	0.6054695999257459	1.8313750029890956	0.5840000000000001	1040
G_879	1.7488831060903605	0.5978235087763574	1.7158253394047367	0.5376000000000001	1156
G_880	1.4172712839079644	0.48027697477077613	1.3296467925355928	0.6108	973
G_881	1.4050073654547381	0.48598254400696667	1.3143653163513545	0.6464	884
G_882	1.7215530787821884	0.5735608571255819	1.7057971835911723	0.56	1100
G_883	1.5264791482439897	0.5082427968745311	1.47850583237583	0.42000000000000004	1450
G_884	2.186746013022465	0.6703375837837969	2.1892894818413384	0.378	1555
G_885	1.0149120375840075	0.2706372375232805	0.947220231279931	0.9236	191
G_886	1.5606858830129728	0.508763259024107	1.5148230196055466	0.49160000000000004	1271
G_887	1.541649961565895	0.5491269312362844	1.4689064565210757	0.5711999999999999	1072
G_888	1.37461818085264	0.44267807895735906	1.304741366027907	0.7223999999999999	694
G_889	1.4358774282625282	0.48483795539320645	1.3643351589402226	0.5376000000000001	1156
G_890	1.3191160098872488	0.43198230929278464	1.2469653523378694	0.6872	782
G_891	1.1094133501560843	0.3349672829094781	1.0606396788823762	0.8192	452
G_892	1.6942607429799246	0.5912922081030261	1.6634574043818575	0.5948	1013
G_893	1.1878471167870448	0.37237371164758154	1.1250268530147582	0.75	625
G_894	1.212117568018166	0.3744315497188406	1.157502661204441	0.7436	641
G_895	2.14257613403755	0.6643070907050886	2.1537982210942133	0.44320000000000004	1392
G_896	1.3045250244077826	0.41888774678353263	1.2417131392506486	0.6736	816
G_897	1.3679321504899133	0.4594261365655214	1.2866245872583375	0.6724	819
G_898	1.4886080933856942	0.5092125914780674	1.422535530275736	0.6916	771
G_899	2.1286142346224683	0.6649116184598363	2.126572757819135	0.41600000000000004	1460
G_900	2.5127719370664554	0.716163365552964	2.506574106262791	0.524	1190
G_901	1.0723758236142984	0.31911188236211574	1.0115213730027568	0.8204	449
G_902	2.262287416435867	0.7209426069687258	2.265675293850154	0.45520000000000005	1362
G_903	1.485261136373057	0.5095211690787634	1.4059233858221625	0.6212	947
G_904	1.9568267723282635	0.6754900687682652	1.9109138329781532	0.5996	1001
G_905	1.4941810357047371	0.4879795244283822	1.4391205922351111	0.5936	1016
G_906	2.2193617494043196	0.7097680136683604	2.220797536217815	0.5791999999999999	1052
G_907	2.144155959374179	0.6799298389161511	2.1585903089324336	0.39559999999999995	1511
G_908	2.868520617698056	0.7096388911072599	2.8957325269459693	0.4768	1308
G_909	2.3281856876157736	0.7179025944157922	2.331250496848356	0.49319999999999997	1267
G_910	1.3215020158473012	0.4303691532048781	1.2404892543553496	0.5744	1064
G_911	1.3727880436170057	0.4630786238569231	1.2892862651321726	0.5364	1159
G_912	1.083675049608288	0.3144324497143234	1.0292221566392155	0.804	490
G_913	1.438052404680802	0.4992374514720482	1.370821166977591	0.6012	997
G_914	1.4839036483139603	0.518577989442945	1.405400683549443	0.5096	1226
G_915	1.288187954095837	0.4238175698005485	1.20369731073303	0.8016	496
G_916	2.047898307387459	0.7000800850805255	2.021008426315043	0.36839999999999995	1579
G_917	1.4436637534676968	0.48861661875951745	1.3684160083705499	0.5032	1242
G_918	1.2861183559919998	0.4189982826099527	1.2228726498646996	0.7396	651
G_919	2.13819446796527	0.686363532982985	2.1388318459652997	0.47040000000000004	1324
G_920	1.9458730601401597	0.6574684019622586	1.9450534956619772	0.5660000000000001	1085
G_921	1.5864534793867744	0.5379801263605235	1.547840268330983	0.528	1180
G_922	1.527948284656986	0.5450597228932407	1.472262477721454	0.5636	1091
G_923	1.783553316991342	0.59563296916087	1.7515305695599395	0.5784	1054
G_924	1.0787983302248478	0.31006364169115314	1.033694100937994	0.8	500
G_925	2.075660538615872	0.6843695997612718	2.062221369698421	0.4476	1381
G_926	2.480442736818445	0.7008014645565246	2.492595630784731	0.4212	1447
G_927	1.3374079555036278	0.4525857756647339	1.2506243493023166	0.6224000000000001	944
G_928	1.700119855369918	0.5775039159937118	1.6871381265822842	0.44320000000000004	1392
G_929	1.66398858214633	0.5832005494314118	1.6043374869684417	0.48360000000000003	1291
G_930	1.3835010882507166	0.46100515091427535	1.3072413423443154	0.7352000000000001	662
G_931	1.1336570370653993	0.343081828571414	1.0757498006813693	0.8496	376
G_932	1.362176316416611	0.4678225255510767	1.255717240525017	0.6072	982
G_933	1.8585394040034728	0.6257230076185468	1.8167745523643744	0.5012	1247
G_934	1.7256604713433392	0.5633319784992776	1.705751091084114	0.5860000000000001	1035
G_935	1.1750576578193566	0.3879085789547977	1.0788756657942502	0.7243999999999999	689
G_936	2.4532274035864776	0.7900494169036074	2.4724858253929973	0.634	915
G_937	1.7012212750740587	0.5799271723757619	1.669774400132025	0.4928	1268
G_938	1.5447804397303029	0.5158661601642998	1.541100134321379	0.558	1105
G_939	1.7625634519744617	0.5608771793472584	1.7562046861287182	0.356	1610
G_940	1.4381027199987273	0.47769764601642184	1.3662351798989263	0.6328	918
G_941	2.4924414760713463	0.7664506360922613	2.5103611033742816	0.29079999999999995	1773
G_942	1.3595063915794434	0.4249084939542033	1.300497682571598	0.6896	776
G_943	1.3781893306938426	0.4660963597723105	1.326893547054616	0.6492	877
G_944	1.1929452537635576	0.3769708083120021	1.1080336234965005	0.798	505
G_945	2.1034519293907	0.7070508717544708	2.1157669311647336	0.5272	1182
G_946	1.1474298564410035	0.3394553450028584	1.0918271337606884	0.7488	628
G_947	1.6968152539022467	0.5995803329372801	1.642395766901206	0.7068	733
G_948	1.5281726014720343	0.5294969444191063	1.4701950982701464	0.542	1145
G_949	1.1203939923853192	0.33716587316523755	1.0378547342322268	0.8128	468
G_950	1.449231971119014	0.4889687030579075	1.3834534661417024	0.5488	1128
G_951	1.5850739310867366	0.5622449595229577	1.5164863932177184	0.6328	918
G_952	1.797635208289915	0.5876550203479992	1.7646435054209924	0.41800000000000004	1455
G_953	1.2808994705908412	0.43462342476225824	1.2161490838870517	0.738	655
G_954	1.6408276028438642	0.5535465387526566	1.60924594007753	0.5988	1003
G_955	1.277237754443219	0.41605802058436425	1.1957411617141476	0.6564	859
G_956	1.4211378683379285	0.4783983318189309	1.341834579249235	0.604	990
G_957	1.0409372969514912	0.27500653131341374	1.0119671771545407	0.9176	206
G_958	1.6017269424965468	0.5279334570761869	1.5531311757494937	0.47519999999999996	1312
G_959	2.1505380748120206	0.7107360587552185	2.1821498884188855	0.36360000000000003	1591
G_960	2.0517455871469106	0.6546079871523494	2.0674306889484897	0.3772	1557
G_961	2.467429309276779	0.7415855395847343	2.4980057812285588	0.4972	1257
G_962	1.058369773694685	0.31397009865524417	1.003519001841929	0.7928	518
G_963	1.7652342097134728	0.627356951214736	1.726205902307361	0.3792	1552
G_964	2.3364973154442605	0.7166723574578538	2.3596878233097103	0.5728	1068
G_965	1.1133093057389225	0.31645585161278916	1.0612571561040196	0.8132	467
G_966	1.1289444215515143	0.3485362504805461	1.0589761978423695	0.8152	462
G_967	2.6315345571128734	0.7874483217704161	2.653744081567621	0.46840000000000004	1329
G_968	1.849498484563107	0.6430686234683326	1.8177243754120933	0.622	945
G_969	1.805768194111072	0.6397051116738705	1.7647772093211231	0.48839999999999995	1279
G_970	1.710329974994496	0.5644303294602481	1.6951404744880105	0.5976	1006
G_971	1.8915923261648653	0.6093050824481463	1.893806757793962	0.4524	1369
G_972	1.9594619249110445	0.7138020900759	1.9193032809185464	0.6532	867
G_973	1.2958738026150627	0.4375406416095127	1.22338028068343	0.6708000000000001	823
G_974	2.5167755673720738	0.7116779041928833	2.5331254796016216	0.2976	1756
G_975	1.2899380979896322	0.418361947375426	1.2108295446637949	0.7468	633
G_976	1.6492939423516564	0.5570728504953304	1.6300731139408222	0.4172	1457
G_977	1.4004233559452992	0.45957614574960154	1.3382966686865476	0.5684	1079
G_978	1.3191239106147088	0.42904725141675115	1.250402139242785	0.6288	928
G_979	3.9231521001971683	0.718747533428567	3.9650431259620036	0.4776	1306
G_980	3.2677492234278867	0.7988355356119241	3.2902173634985052	0.39959999999999996	1501
G_981	2.7184843553282456	0.7616598702061497	2.7368931416347553	0.48440000000000005	1289
G_982	1.16732682833915	0.36255358962782575	1.1110314547683469	0.758	605
G_983	2.0740091389687163	0.6352010864868606	2.0751484162922536	0.49239999999999995	1269
G_984	1.8486692919087324	0.6005709228164114	1.877200876766988	0.556	1110
G_985	2.067886444500113	0.6482925982006741	2.078444690458862	0.26	1850
G_986	2.6980260005646115	0.7712288904945069	2.7114217139764714	0.504	1240
G_987	2.5036254188491114	0.719711559219555	2.5147596129376812	0.3044	1739
G_988	1.1300832677182457	0.35022600589061703	1.0465277164553697	0.8284	429
G_989	1.6770285579729156	0.5674567756815146	1.6354573645091834	0.38039999999999996	1549
G_990	1.5650231421690315	0.5376675172416235	1.5148230196055466	0.43479999999999996	1413
G_991	1.3675685419505514	0.4540160895906325	1.312130895803806	0.6752	812
G_992	1.1960735706434904	0.3898075235680474	1.1095986732240202	0.7296	676
G_993	1.2511033366663649	0.4021564083462765	1.1876813075682087	0.7272000000000001	682
G_994	2.126672620351237	0.6942321087090108	2.091111382318103	0.2712	1822
G_995	1.12447726431291	0.3295247281624977	1.0753009062029677	0.8468	383
G_996	1.6862690634471023	0.5892791808984786	1.624868069400447	0.5676	1081
G_997	1.4011219885744794	0.46615354747545823	1.3218291779604243	0.4756	1311
G_998	1.2743846906656981	0.41476719796065453	1.1866522369508852	0.7656000000000001	586
G_999	1.3465946867844891	0.4534916485226145	1.2483608730552058	0.6304000000000001	924
G_1000	1.1104748974474903	0.32923053595710783	1.054750081906738	0.754	615
G_1001	1.1498694465540897	0.35007341132900566	1.0853243678528626	0.7123999999999999	719
G_1002	1.1366451393604076	0.33718308052536317	1.0775959819328544	0.7548	613
G_1003	1.3444572602761482	0.46146427536935386	1.2819965102479836	0.5876	1031
G_1004	1.6094252820909645	0.5385009183135759	1.54153285945428	0.6315999999999999	921
G_1005	1.4452268143760836	0.4987325102570393	1.3801014668637883	0.48519999999999996	1287
G_1006	1.8325347801793197	0.6279527598365158	1.8073269058010402	0.6064	984
G_1007	1.959405307146177	0.6686533062620558	1.9338787140664828	0.33720000000000006	1657
G_1008	1.3561527339987127	0.4613712971898032	1.2903358601453991	0.7024	744
G_1009	2.286375947973913	0.6826477558342278	2.307278524800046	0.3964	1509
G_1010	1.161965311248657	0.34582627621597806	1.1053237232560966	0.7308	673
G_1011	1.4454944606395057	0.48374829928848173	1.389528054481056	0.5764	1059
G_1012	1.6832361015876762	0.5992451841160695	1.625115782219466	0.4608	1348
G_1013	1.0887334843471397	0.3071843692331228	1.0482091162600449	0.8076	481
G_1014	1.3893482217750546	0.48154677806906754	1.3046415447883777	0.5344	1164
G_1015	1.9271478332074434	0.6126465451992673	1.9190141656532884	0.45920000000000005	1352
G_1016	1.6283118908046108	0.5722721554372374	1.5656381149417211	0.4728	1318
G_1017	3.048735531031932	0.7700675747809755	3.0856090680131327	0.39080000000000004	1523
G_1018	2.041380080537021	0.6907081598554375	2.004530623647409	0.3216	1696
G_1019	1.8885962845036801	0.616268508792306	1.9026181502201056	0.48360000000000003	1291
G_1020	3.436894499763718	0.788548341552398	3.4852324921628046	0.38639999999999997	1534
G_1021	1.2190210226490363	0.3977831913467456	1.1455220614892123	0.7692	577
G_1022	2.4834689431991093	0.7087770998734025	2.485574770624817	0.3308	1673
G_1023	2.795654941443156	0.7936975303567488	2.82018662629086	0.4244	1439
G_1024	1.3742585751143364	0.45889599020286415	1.3112371719988365	0.5436000000000001	1141
G_1025	1.0808862173834994	0.3073420577261956	1.029915223802953	0.8364	409
G_1026	2.0333747229262746	0.6656705125622543	2.0472728385989303	0.39680000000000004	1508
G_1027	1.8023516574028127	0.6107931617678737	1.784711054957088	0.27880000000000005	1803
G_1028	1.7309165869912118	0.6191963403780082	1.6759835404864856	0.642	895
G_1029	1.6784274293643606	0.5508127508063494	1.68338035113802	0.46319999999999995	1342
G_1030	1.8273512035237987	0.5676013508544118	1.7903026228341514	0.45640000000000003	1359
G_1031	1.9068678736452171	0.6547917417140813	1.9231644599253652	0.5352	1162
G_1032	1.7361830224466352	0.5906243423756274	1.7113666677686903	0.6416	896
G_1033	1.3022957584886665	0.43243364723717437	1.2079047156831004	0.5936	1016
G_1034	1.4091048412382008	0.4932231910623236	1.3251183963530218	0.5664	1084
G_1035	1.2536109211313002	0.40489742650505983	1.1636735924169206	0.6424000000000001	894
G_1036	1.572716423642346	0.537552620066315	1.524867837726839	0.7012	747
G_1037	1.526270615145177	0.559540218021248	1.4288986103146395	0.5684	1079
G_1038	2.430376355896842	0.7102751689315926	2.4577115760304515	0.5164	1209
G_1039	3.1855625723025165	0.7476614348743789	3.2146614610807247	0.3772	1557
G_1040	1.3954100258741111	0.49220299707899556	1.309951448480839	0.48040000000000005	1299
G_1041	1.8041212678360161	0.6066106487853627	1.7610430210513084	0.41080000000000005	1473
G_1042	1.1206539992206055	0.34837958668237456	1.0373840049978695	0.8396	401
G_1043	1.0725243925338133	0.3026955169444122	1.015322514823905	0.8172	457
G_1044	2.0294033891937433	0.6424704087090141	2.0206489784517965	0.4656	1336
G_1045	1.6877622468146531	0.5837121135866447	1.6603902396080277	0.44120000000000004	1397
G_1046	1.9640232334224959	0.6092010170132265	1.956484265707144	0.4236	1441
G_1047	2.6609280780506803	0.7146363323314382	2.675870440996761	0.23760000000000003	1906
G_1048	1.81896360840002	0.5978520493278455	1.8153736924363095	0.4124	1469
G_1049	1.3675727870028744	0.4412052627145143	1.3033051801545827	0.7648	588
G_1050	1.0692426173750138	0.32166124970001875	1.00318985296175	0.8872	282
G_1051	1.0296710109090508	0.27854688142091294	0.979165635925326	0.9132	217
G_1052	1.9645341319607206	0.6549307685722587	1.9526267966034188	0.4728	1318
G_1053	1.2873128768259645	0.432005014493649	1.2143983657675426	0.5864	1034
G_1054	1.1910293903491151	0.35803147583608513	1.1348618247297204	0.7572	607
G_1055	2.225458034495509	0.6806735135107549	2.23167250208953	0.4992	1252
G_1056	1.4384263458992999	0.5049243462561813	1.3627638637096964	0.5916	1021
G_1057	2.0094501624876915	0.6548282603486115	1.9971335854874472	0.3808	1548
G_1058	1.2742043308399909	0.4272498775852259	1.1853081027224053	0.6508	873
G_1059	1.6119916471718632	0.5578654238789049	1.566837085544405	0.5276000000000001	1181
G_1060	2.1458269894655135	0.7138185482590823	2.1239101307716854	0.22560000000000002	1936
G_1061	1.531839515755857	0.5348526080160366	1.482439639870108	0.5244	1189
G_1062	1.2568875520103293	0.4009065983280116	1.18145773352752	0.748	630
G_1063	1.0993457495035035	0.31932954169597455	1.0408072534024622	0.8068	483
G_1064	1.6449846073039534	0.5448988634578001	1.6144164428118843	0.5851999999999999	1037
G_1065	1.0640830889085051	0.30416105600568205	1.011131859210856	0.8152	462
G_1066	1.0051821098775606	0.2506784252670287	0.954429686080412	0.898	255
G_1067	1.115049129878523	0.32462141969089575	1.0458089143741671	0.8251999999999999	437
G_1068	2.011349448408547	0.6474702555830608	2.0154074199843435	0.5720000000000001	1070
G_1069	1.641383869159609	0.5643365713060965	1.6220359955518118	0.498	1255
G_1070	1.634681479101359	0.5722808192455141	1.5906135797294514	0.44999999999999996	1375
G_1071	1.716555014119612	0.5990048845280967	1.67088240096025	0.5204	1199
G_1072	1.3674888425802942	0.46938867242556115	1.301761076426328	0.5928	1018
G_1073	1.5454859914476795	0.5384172745055481	1.5065711636546766	0.46840000000000004	1329
G_1074	1.6446446112924151	0.5458556331821605	1.6207329094808678	0.4648	1338
G_1075	2.275007544610174	0.7138821715489421	2.2853754087319342	0.3256	1686
G_1076	1.2559422764462902	0.42197422379778454	1.1726831051406874	0.7024	744
G_1077	1.2460767372753863	0.4272376671719417	1.1620867082686157	0.752	620
G_1078	1.710592238725608	0.5984211527548235	1.6923469634650345	0.42479999999999996	1438
G_1079	1.2244616920969102	0.38464649961029224	1.15018529739501	0.5936	1016
G_1080	2.306205900630049	0.6737376793634589	2.301919579221564	0.472	1320
G_1081	1.0830337890767374	0.33030512035944204	1.0108537829229851	0.81	475
G_1082	2.6645687468499255	0.7263503989527934	2.7026535482768583	0.5364	1159
G_1083	1.2230924220654855	0.4000106371279441	1.1446455204740844	0.7948	513
G_1084	1.4363822737881544	0.4513326113655574	1.4119973048043042	0.7847999999999999	538
G_1085	2.887985635130877	0.6875698932206163	2.9413383839367078	0.4224	1444
G_1086	1.080604026524822	0.307926363948708	1.0334699838582808	0.7767999999999999	558
G_1087	1.4004013614785682	0.44668808295739837	1.3467606544657829	0.514	1215
G_1088	1.3960139512558996	0.4942857049729444	1.3166592687136935	0.6215999999999999	946
G_1089	1.2281208910832302	0.3965936614773958	1.154146976424324	0.6472	882
G_1090	1.5589914281306534	0.5146013739435976	1.5067078235450475	0.4788	1303
G_1091	1.2726340389470583	0.4165848249814949	1.1856237593184735	0.5568	1108
G_1092	1.2430238821635282	0.39478393524375593	1.1595265181958625	0.692	770
G_1093	1.4854240765536113	0.4991961356099253	1.4330766210899561	0.6272	932
G_1094	1.3233608875926646	0.44689204270641497	1.2396167820978736	0.5840000000000001	1040
G_1095	2.8035479330937356	0.7463536821293479	2.8347205033467873	0.3308	1673
G_1096	2.2204107545500658	0.7201410159195336	2.213920988665612	0.5920000000000001	1020
G_1097	1.6461811540343205	0.5532489529986709	1.6013803265581157	0.6759999999999999	810
G_1098	1.015720017111624	0.271531081373642	0.9689042792622852	0.8804	299
G_1099	1.1955805709814715	0.3616223546584526	1.1362840984420117	0.6024	994
G_1100	1.3627051970696777	0.46731313193720225	1.282655352422432	0.6668000000000001	833
G_1101	3.3767168707309034	0.6372785160109504	3.421656334317315	0.36839999999999995	1579
G_1102	1.3721751185266757	0.45410243588283716	1.3120298168513425	0.7132000000000001	717
G_1103	2.145680764814963	0.6875899669461198	2.152292613455773	0.36119999999999997	1597
G_1104	1.017194989700161	0.2648065255710828	0.9577823844650086	0.8992	252
G_1105	1.3337353678115453	0.4353333945901928	1.2583264149444855	0.6212	947
G_1106	1.376343004781644	0.4473914659854822	1.3046423470517083	0.6544	864
G_1107	1.1238625717153279	0.33716824902914316	1.0732405873761073	0.7128	718
G_1108	1.1272606951414696	0.33268295498589734	1.074729141059163	0.7712	572
G_1109	1.7921782381980538	0.6132444551795713	1.7722377486099	0.624	940
G_1110	1.8343222390966754	0.6045220631590363	1.801724793834505	0.5928	1018
G_1111	1.5977654824229366	0.5434296156006454	1.560566872321738	0.5611999999999999	1097
G_1112	1.6348020820246971	0.57468912973198	1.5833951824961274	0.5508	1123
G_1113	1.2154524359432726	0.39791413368389417	1.1458145721878294	0.798	505
G_1114	2.9433727191756778	0.680649218214887	2.9837273276467284	0.37360000000000004	1566
G_1115	1.9586751431710527	0.6279126310992171	1.95661467116005	0.594	1015
G_1116	1.4254894073256164	0.49868882583730273	1.3480250333864665	0.522	1195
G_1117	1.2200767158559769	0.3852120250022124	1.1344583914319122	0.7048	738
G_1118	1.7743121724435058	0.59062443321297	1.7431008121982012	0.5072	1232
G_1119	1.2532282427582688	0.41597964520756836	1.1788540728632295	0.6968	758
G_1120	1.253250943969679	0.4064074767347911	1.1885522416161984	0.6095999999999999	976
G_1121	1.7593595392270398	0.6329919614928512	1.7058744680650149	0.6656	836
G_1122	1.0630510625570637	0.29078671822238633	1.001606730517726	0.8524	369
G_1123	2.1580892539124283	0.7023441780220804	2.1629491769277673	0.3436	1641
G_1124	2.442660818732255	0.7213310428780069	2.4513474814618545	0.34240000000000004	1644
G_1125	1.1956766090918822	0.3793127680358714	1.1283392027358954	0.6335999999999999	916
G_1126	1.1399166819660842	0.35764657204547295	1.0633629485350975	0.6852	787
G_1127	1.2529281157173202	0.418065475567338	1.1667499415483433	0.7128	718
G_1128	1.5493397939744131	0.5522086607186499	1.4975486272937593	0.5800000000000001	1050
G_1129	1.4479667066959063	0.5063038646930638	1.3827443526692798	0.5856	1036
G_1130	1.751721143770505	0.5994792181922539	1.721978472125634	0.5304	1174
G_1131	1.637739303961216	0.5474540639218605	1.5972305554198714	0.47640000000000005	1309
G_1132	1.7385977896081346	0.5813328814987972	1.7050140524073432	0.598	1005
G_1133	1.7283826024600242	0.5526104433841157	1.708244457677702	0.512	1220
G_1134	1.4339965135722967	0.4729033698666695	1.359528326959236	0.5236000000000001	1191
G_1135	1.9517902871303654	0.6464466431846988	1.9378112562968517	0.41600000000000004	1460
G_1136	1.396696196699854	0.4691556121999975	1.3324131344563075	0.5691999999999999	1077
G_1137	1.6249357205758796	0.559380899534681	1.5747455674505408	0.5800000000000001	1050
G_1138	1.3640083718323777	0.4356172079208173	1.2895721863669	0.754	615
G_1139	1.6494748705983162	0.575082596401871	1.6029100064362156	0.5172	1207
G_1140	1.0396090739738786	0.27665522647182733	1.009799458807396	0.8872	282
G_1141	1.369240263627445	0.4395385017095459	1.306015746331016	0.5184	1204
G_1142	1.1104320566783383	0.3246814314310021	1.0479685558493548	0.7924	519
G_1143	1.9486820543980805	0.6567342768894507	1.9458672931369043	0.4972	1257
G_1144	1.254445762869138	0.3985448838475393	1.179972224379847	0.644	890
G_1145	1.3066448653900027	0.425420414393371	1.2484951032903029	0.6496	876
G_1146	1.0573393277527086	0.31169440126569314	0.9857005647910908	0.8256	436
G_1147	1.6471531516306974	0.5814526315209	1.613771961515355	0.6275999999999999	931
G_1148	2.4489704721276304	0.7353763186100625	2.4944631623599753	0.522	1195
G_1149	1.1878489225779787	0.35544822768564055	1.128268517810158	0.708	730
G_1150	1.3425496156640064	0.439073946057074	1.2674643533361338	0.756	610
G_1151	2.035827929243014	0.6583369736885253	2.0526953113365125	0.5164	1209
G_1152	1.5914768483472492	0.563137162841188	1.530431891591597	0.6912	772
G_1153	1.3319328429001722	0.45175772766423516	1.237962500990387	0.654	865
G_1154	2.5803285228923976	0.6702464042167077	2.612194022271049	0.46919999999999995	1327
G_1155	1.2334443051654997	0.3920396603732184	1.152736530608394	0.766	585
G_1156	1.228019597032587	0.41716854406436576	1.1389839800757884	0.7548	613
G_1157	1.299639884142817	0.40557807570153737	1.230451684548704	0.7392000000000001	652
G_1158	1.856133606846474	0.6091050117953657	1.8560408588141928	0.476	1310
G_1159	1.5858522238244077	0.5361946533662946	1.5568629836889474	0.5484	1129
G_1160	1.366654000672446	0.4502939269076599	1.2865771725581063	0.54	1150
G_1161	1.467823598346175	0.4679211653752802	1.4034876336393465	0.4004	1499
G_1162	1.0064123317493296	0.25358461098872936	0.9566947315027351	0.8984	254
G_1163	2.1613008941666836	0.6608632074353172	2.1872887134015846	0.2992	1752
